Time,S(t),I_h(t),R_h(t),S_v(t),I_v(t)
26.30630631,2.3390641,172.17267,339.08517,65.691734,85.502686
26.33633634,2.339064,172.17267,339.49023,65.691734,85.502686
26.36636637,2.3390641,172.17267,339.8953,65.691734,85.502686
26.3963964,2.339064,172.17267,340.30035,65.691734,85.502686
26.42642643,2.3390641,172.17267,340.70538,65.691734,85.502686
26.45645646,2.339064,172.17267,341.1104,65.691734,85.502686
26.48648649,2.3390641,172.17267,341.51544,65.691734,85.502686
26.51651652,2.339064,172.17267,341.92044,65.691734,85.502686
26.54654655,2.3390641,172.17267,342.32544,65.691734,85.502686
26.57657658,2.339064,172.17267,342.73044,65.691734,85.502686
26.60660661,2.3390641,172.17267,343.13544,65.691734,85.502686
26.63663664,2.339064,172.17267,343.5404,65.691734,85.502686
26.66666667,2.3390641,172.17267,343.94537,65.691734,85.502686
26.6966967,2.339064,172.17267,344.35034,65.691734,85.502686
26.72672673,2.3390641,172.17267,344.75528,65.691734,85.502686
26.75675676,2.339064,172.17267,345.16022,65.691734,85.502686
26.78678679,2.3390641,172.17267,345.56516,65.691734,85.502686
26.81681682,2.339064,172.17267,345.97006,65.691734,85.502686
26.84684685,2.3390641,172.17267,346.37497,65.691734,85.502686
26.87687688,2.339064,172.17267,346.77988,65.691734,85.502686
26.90690691,2.3390641,172.17267,347.18475,65.691734,85.502686
26.93693694,2.339064,172.17267,347.58963,65.691734,85.502686
26.96696697,2.3390641,172.17267,347.9945,65.691734,85.502686
26.996997,2.339064,172.17267,348.39935,65.691734,85.502686
27.02702703,2.3390641,172.17267,348.8042,65.691734,85.502686
27.05705706,2.339064,172.17267,349.20905,65.691734,85.502686
27.08708709,2.3390641,172.17267,349.61386,65.691734,85.502686
27.11711712,2.339064,172.17267,350.01868,65.691734,85.502686
27.14714715,2.3390641,172.17267,350.4235,65.691734,85.502686
27.17717718,2.339064,172.17267,350.82828,65.691734,85.502686
27.20720721,2.3390641,172.17267,351.23306,65.691734,85.502686
27.23723724,2.339064,172.17267,351.63785,65.691734,85.502686
27.26726727,2.3390641,172.17267,352.04263,65.691734,85.502686
27.2972973,2.339064,172.17267,352.4474,65.691734,85.502686
27.32732733,2.3390641,172.17267,352.85214,65.691734,85.502686
27.35735736,2.339064,172.17267,353.2569,65.691734,85.502686
27.38738739,2.3390641,172.17267,353.66162,65.691734,85.502686
27.41741742,2.339064,172.17267,354.06635,65.691734,85.502686
27.44744745,2.3390641,172.17267,354.47107,65.691734,85.502686
27.47747748,2.339064,172.17267,354.87576,65.691734,85.502686
27.50750751,2.3390641,172.17267,355.28046,65.691734,85.502686
27.53753754,2.339064,172.17267,355.68515,65.691734,85.502686
27.56756757,2.3390641,172.17267,356.0898,65.691734,85.502686
27.5975976,2.339064,172.17267,356.49448,65.691734,85.502686
27.62762763,2.3390641,172.17267,356.89914,65.691734,85.502686
27.65765766,2.339064,172.17267,357.30377,65.691734,85.502686
27.68768769,2.3390641,172.17267,357.7084,65.691734,85.502686
27.71771772,2.339064,172.17267,358.11304,65.691734,85.502686
27.74774775,2.3390641,172.17267,358.51764,65.691734,85.502686
27.77777778,2.339064,172.17267,358.92224,65.691734,85.502686
27.80780781,2.3390641,172.17267,359.32684,65.691734,85.502686
27.83783784,2.339064,172.17267,359.7314,65.691734,85.502686
27.86786787,2.3390641,172.17267,360.136,65.691734,85.502686
27.8978979,2.339064,172.17267,360.54056,65.691734,85.502686
27.92792793,2.3390641,172.17267,360.94513,65.691734,85.502686
27.95795796,2.339064,172.17267,361.34967,65.691734,85.502686
27.98798799,2.3390641,172.17267,361.7542,65.691734,85.502686
28.01801802,2.339064,172.17267,362.15875,65.691734,85.502686
28.04804805,2.3390641,172.17267,362.56326,65.691734,85.502686
28.07807808,2.339064,172.17267,362.96777,65.691734,85.502686
28.10810811,2.3390641,172.17267,363.37228,65.691734,85.502686
28.13813814,2.339064,172.17267,363.77676,65.691734,85.502686
28.16816817,2.3390641,172.17267,364.18124,65.691734,85.502686
28.1981982,2.339064,172.17267,364.58572,65.691734,85.502686
28.22822823,2.3390641,172.17267,364.99017,65.691734,85.502686
28.25825826,2.339064,172.17267,365.39462,65.691734,85.502686
28.28828829,2.3390641,172.17267,365.79907,65.691734,85.502686
28.31831832,2.339064,172.17267,366.2035,65.691734,85.502686
28.34834835,2.3390641,172.17267,366.6079,65.691734,85.502686
28.37837838,2.339064,172.17267,367.01233,65.691734,85.502686
28.40840841,2.3390641,172.17267,367.41672,65.691734,85.502686
28.43843844,2.339064,172.17267,367.8211,65.691734,85.502686
28.46846847,2.3390641,172.17267,368.2255,65.691734,85.502686
28.4984985,2.339064,172.17267,368.62985,65.691734,85.502686
28.52852853,2.3390641,172.17267,369.0342,65.691734,85.502686
28.55855856,2.339064,172.17267,369.43857,65.691734,85.502686
28.58858859,2.3390641,172.17267,369.84293,65.691734,85.502686
28.61861862,2.339064,172.17267,370.24725,65.691734,85.502686
28.64864865,2.3390641,172.17267,370.65158,65.691734,85.502686
28.67867868,2.339064,172.17267,371.0559,65.691734,85.502686
28.70870871,2.3390641,172.17267,371.4602,65.691734,85.502686
28.73873874,2.339064,172.17267,371.8645,65.691734,85.502686
28.76876877,2.3390641,172.17267,372.2688,65.691734,85.502686
28.7987988,2.339064,172.17267,372.67307,65.691734,85.502686
28.82882883,2.3390641,172.17267,373.07733,65.691734,85.502686
28.85885886,2.339064,172.17267,373.4816,65.691734,85.502686
28.88888889,2.3390641,172.17267,373.88583,65.691734,85.502686
28.91891892,2.339064,172.17267,374.29007,65.691734,85.502686
28.94894895,2.3390641,172.17267,374.6943,65.691734,85.502686
28.97897898,2.339064,172.17267,375.0985,65.691734,85.502686
29.00900901,2.3390641,172.17267,375.50272,65.691734,85.502686
29.03903904,2.339064,172.17267,375.90692,65.691734,85.502686
29.06906907,2.3390641,172.17267,376.3111,65.691734,85.502686
29.0990991,2.339064,172.17267,376.71527,65.691734,85.502686
29.12912913,2.3390641,172.17267,377.11945,65.691734,85.502686
29.15915916,2.339064,172.17267,377.5236,65.691734,85.502686
29.18918919,2.3390641,172.17267,377.92773,65.691734,85.502686
29.21921922,2.339064,172.17267,378.33188,65.691734,85.502686
29.24924925,2.3390641,172.17267,378.73602,65.691734,85.502686
29.27927928,2.339064,172.17267,379.14014,65.691734,85.502686
29.30930931,2.3390641,172.17267,379.54425,65.691734,85.502686
29.33933934,2.339064,172.17267,379.94836,65.691734,85.502686
29.36936937,2.3390641,172.17267,380.35245,65.691734,85.502686
29.3993994,2.339064,172.17267,380.75653,65.691734,85.502686
29.42942943,2.3390641,172.17267,381.1606,65.691734,85.502686
29.45945946,2.339064,172.17267,381.56467,65.691734,85.502686
29.48948949,2.3390641,172.17267,381.96872,65.691734,85.502686
29.51951952,2.339064,172.17267,382.37277,65.691734,85.502686
29.54954955,2.3390641,172.17267,382.7768,65.691734,85.502686
29.57957958,2.339064,172.17267,383.18082,65.691734,85.502686
29.60960961,2.3390641,172.17267,383.58484,65.691734,85.502686
29.63963964,2.339064,172.17267,383.98883,65.691734,85.502686
29.66966967,2.3390641,172.17267,384.39282,65.691734,85.502686
29.6996997,2.339064,172.17267,384.7968,65.691734,85.502686
29.72972973,2.3390641,172.17267,385.20078,65.691734,85.502686
29.75975976,2.339064,172.17267,385.60474,65.691734,85.502686
29.78978979,2.3390641,172.17267,386.0087,65.691734,85.502686
29.81981982,2.339064,172.17267,386.41263,65.691734,85.502686
29.84984985,2.3390641,172.17267,386.81656,65.691734,85.502686
29.87987988,2.339064,172.17267,387.2205,65.691734,85.502686
29.90990991,2.3390641,172.17267,387.62442,65.691734,85.502686
29.93993994,2.339064,172.17267,388.02832,65.691734,85.502686
29.96996997,2.3390641,172.17267,388.43222,65.691734,85.502686
30,2.339064,172.17267,388.83612,65.691734,85.502686
